"ensembl_gene_id","hgnc_symbol","transcript_biotype","description"
"ENSG00000038945","MSR1","protein_coding","macrophage scavenger receptor 1 [Source:HGNC Symbol;Acc:HGNC:7376]"
"ENSG00000044459","CNTLN","protein_coding","centlein [Source:HGNC Symbol;Acc:HGNC:23432]"
"ENSG00000050130","JKAMP","protein_coding","JNK1/MAPK8 associated membrane protein [Source:HGNC Symbol;Acc:HGNC:20184]"
"ENSG00000068650","ATP11A","protein_coding","ATPase phospholipid transporting 11A [Source:HGNC Symbol;Acc:HGNC:13552]"
"ENSG00000036473","OTC","protein_coding","ornithine transcarbamylase [Source:HGNC Symbol;Acc:HGNC:8512]"
"ENSG00000088356","PDRG1","protein_coding","p53 and DNA damage regulated 1 [Source:HGNC Symbol;Acc:HGNC:16119]"
"ENSG00000043355","ZIC2","protein_coding","Zic family member 2 [Source:HGNC Symbol;Acc:HGNC:12873]"
"ENSG00000042317","SPATA7","protein_coding","spermatogenesis associated 7 [Source:HGNC Symbol;Acc:HGNC:20423]"
"ENSG00000051180","RAD51","protein_coding","RAD51 recombinase [Source:HGNC Symbol;Acc:HGNC:9817]"
"ENSG00000053770","AP5M1","protein_coding","adaptor related protein complex 5 subunit mu 1 [Source:HGNC Symbol;Acc:HGNC:20192]"
"ENSG00000088325","TPX2","protein_coding","TPX2 microtubule nucleation factor [Source:HGNC Symbol;Acc:HGNC:1249]"
"ENSG00000086102","NFX1","protein_coding","nuclear transcription factor, X-box binding 1 [Source:HGNC Symbol;Acc:HGNC:7803]"
"ENSG00000047230","CTPS2","protein_coding","CTP synthase 2 [Source:HGNC Symbol;Acc:HGNC:2520]"
"ENSG00000088970","KIZ","protein_coding","kizuna centrosomal protein [Source:HGNC Symbol;Acc:HGNC:15865]"
"ENSG00000033170","FUT8","protein_coding","fucosyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:4019]"
"ENSG00000012174","MBTPS2","protein_coding","membrane bound transcription factor peptidase, site 2 [Source:HGNC Symbol;Acc:HGNC:15455]"
"ENSG00000067082","KLF6","protein_coding","KLF transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:2235]"
"ENSG00000088832","FKBP1A","protein_coding","FKBP prolyl isomerase 1A [Source:HGNC Symbol;Acc:HGNC:3711]"
"ENSG00000088836","SLC4A11","protein_coding","solute carrier family 4 member 11 [Source:HGNC Symbol;Acc:HGNC:16438]"
"ENSG00000008086","CDKL5","protein_coding","cyclin dependent kinase like 5 [Source:HGNC Symbol;Acc:HGNC:11411]"
"ENSG00000078295","ADCY2","protein_coding","adenylate cyclase 2 [Source:HGNC Symbol;Acc:HGNC:233]"
"ENSG00000074410","CA12","protein_coding","carbonic anhydrase 12 [Source:HGNC Symbol;Acc:HGNC:1371]"
"ENSG00000070778","PTPN21","protein_coding","protein tyrosine phosphatase non-receptor type 21 [Source:HGNC Symbol;Acc:HGNC:9651]"
"ENSG00000069535","MAOB","protein_coding","monoamine oxidase B [Source:HGNC Symbol;Acc:HGNC:6834]"
"ENSG00000087302","RTRAF","protein_coding","RNA transcription, translation and transport factor [Source:HGNC Symbol;Acc:HGNC:23169]"
"ENSG00000065923","SLC9A7","protein_coding","solute carrier family 9 member A7 [Source:HGNC Symbol;Acc:HGNC:17123]"
"ENSG00000089006","SNX5","protein_coding","sorting nexin 5 [Source:HGNC Symbol;Acc:HGNC:14969]"
"ENSG00000005810","MYCBP2","protein_coding","MYC binding protein 2 [Source:HGNC Symbol;Acc:HGNC:23386]"
"ENSG00000087842","PIR","protein_coding","pirin [Source:HGNC Symbol;Acc:HGNC:30048]"
"ENSG00000070367","EXOC5","protein_coding","exocyst complex component 5 [Source:HGNC Symbol;Acc:HGNC:10696]"
"ENSG00000059145","UNKL","protein_coding","unk like zinc finger [Source:HGNC Symbol;Acc:HGNC:14184]"
"ENSG00000083223","TUT7","protein_coding","terminal uridylyl transferase 7 [Source:HGNC Symbol;Acc:HGNC:25817]"
"ENSG00000074696","HACD3","protein_coding","3-hydroxyacyl-CoA dehydratase 3 [Source:HGNC Symbol;Acc:HGNC:24175]"
"ENSG00000080823","MOK","protein_coding","MOK protein kinase [Source:HGNC Symbol;Acc:HGNC:9833]"
"ENSG00000077943","ITGA8","protein_coding","integrin subunit alpha 8 [Source:HGNC Symbol;Acc:HGNC:6144]"
"ENSG00000076641","PAG1","protein_coding","phosphoprotein membrane anchor with glycosphingolipid microdomains 1 [Source:HGNC Symbol;Acc:HGNC:30043]"
"ENSG00000066739","ATG2B","protein_coding","autophagy related 2B [Source:HGNC Symbol;Acc:HGNC:20187]"
"ENSG00000075240","GRAMD4","protein_coding","GRAM domain containing 4 [Source:HGNC Symbol;Acc:HGNC:29113]"
"ENSG00000056097","ZFR","protein_coding","zinc finger RNA binding protein [Source:HGNC Symbol;Acc:HGNC:17277]"
"ENSG00000075275","CELSR1","protein_coding","cadherin EGF LAG seven-pass G-type receptor 1 [Source:HGNC Symbol;Acc:HGNC:1850]"
"ENSG00000081923","ATP8B1","protein_coding","ATPase phospholipid transporting 8B1 [Source:HGNC Symbol;Acc:HGNC:3706]"
"ENSG00000005339","CREBBP","protein_coding","CREB binding protein [Source:HGNC Symbol;Acc:HGNC:2348]"
"ENSG00000015475","BID","protein_coding","BH3 interacting domain death agonist [Source:HGNC Symbol;Acc:HGNC:1050]"
"ENSG00000088808","PPP1R13B","protein_coding","protein phosphatase 1 regulatory subunit 13B [Source:HGNC Symbol;Acc:HGNC:14950]"
"ENSG00000066455","GOLGA5","protein_coding","golgin A5 [Source:HGNC Symbol;Acc:HGNC:4428]"
"ENSG00000070269","TMEM260","protein_coding","transmembrane protein 260 [Source:HGNC Symbol;Acc:HGNC:20185]"
"ENSG00000008083","JARID2","protein_coding","jumonji and AT-rich interaction domain containing 2 [Source:HGNC Symbol;Acc:HGNC:6196]"
"ENSG00000075673","ATP12A","protein_coding","ATPase H+/K+ transporting non-gastric alpha2 subunit [Source:HGNC Symbol;Acc:HGNC:13816]"
"ENSG00000040731","CDH10","protein_coding","cadherin 10 [Source:HGNC Symbol;Acc:HGNC:1749]"
"ENSG00000067141","NEO1","protein_coding","neogenin 1 [Source:HGNC Symbol;Acc:HGNC:7754]"
"ENSG00000054983","GALC","protein_coding","galactosylceramidase [Source:HGNC Symbol;Acc:HGNC:4115]"
"ENSG00000040341","STAU2","protein_coding","staufen double-stranded RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:11371]"
"ENSG00000076344","RGS11","protein_coding","regulator of G protein signaling 11 [Source:HGNC Symbol;Acc:HGNC:9993]"
"ENSG00000078401","EDN1","protein_coding","endothelin 1 [Source:HGNC Symbol;Acc:HGNC:3176]"
"ENSG00000016082","ISL1","protein_coding","ISL LIM homeobox 1 [Source:HGNC Symbol;Acc:HGNC:6132]"
"ENSG00000072401","UBE2D1","protein_coding","ubiquitin conjugating enzyme E2 D1 [Source:HGNC Symbol;Acc:HGNC:12474]"
"ENSG00000088756","ARHGAP28","protein_coding","Rho GTPase activating protein 28 [Source:HGNC Symbol;Acc:HGNC:25509]"
"ENSG00000074657","ZNF532","protein_coding","zinc finger protein 532 [Source:HGNC Symbol;Acc:HGNC:30940]"
"ENSG00000077327","SPAG6","protein_coding","sperm associated antigen 6 [Source:HGNC Symbol;Acc:HGNC:11215]"
"ENSG00000047597","XK","protein_coding","X-linked Kx blood group antigen, Kell and VPS13A binding protein [Source:HGNC Symbol;Acc:HGNC:12811]"
"ENSG00000047648","ARHGAP6","protein_coding","Rho GTPase activating protein 6 [Source:HGNC Symbol;Acc:HGNC:676]"
"ENSG00000042088","TDP1","protein_coding","tyrosyl-DNA phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:18884]"
"ENSG00000047621","C12orf4","protein_coding","chromosome 12 open reading frame 4 [Source:HGNC Symbol;Acc:HGNC:1184]"
"ENSG00000041357","PSMA4","protein_coding","proteasome 20S subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:9533]"
"ENSG00000039560","RAI14","protein_coding","retinoic acid induced 14 [Source:HGNC Symbol;Acc:HGNC:14873]"
"ENSG00000079112","CDH17","protein_coding","cadherin 17 [Source:HGNC Symbol;Acc:HGNC:1756]"
"ENSG00000048471","SNX29","protein_coding","sorting nexin 29 [Source:HGNC Symbol;Acc:HGNC:30542]"
"ENSG00000035681","NSMAF","protein_coding","neutral sphingomyelinase activation associated factor [Source:HGNC Symbol;Acc:HGNC:8017]"
"ENSG00000054598","FOXC1","protein_coding","forkhead box C1 [Source:HGNC Symbol;Acc:HGNC:3800]"
"ENSG00000058600","POLR3E","protein_coding","RNA polymerase III subunit E [Source:HGNC Symbol;Acc:HGNC:30347]"
"ENSG00000060339","CCAR1","protein_coding","cell division cycle and apoptosis regulator 1 [Source:HGNC Symbol;Acc:HGNC:24236]"
"ENSG00000069509","FUNDC1","protein_coding","FUN14 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28746]"
"ENSG00000078589","P2RY10","protein_coding","P2Y receptor family member 10 [Source:HGNC Symbol;Acc:HGNC:19906]"
"ENSG00000078725","BRINP1","protein_coding","BMP/retinoic acid inducible neural specific 1 [Source:HGNC Symbol;Acc:HGNC:2687]"
"ENSG00000060491","OGFR","protein_coding","opioid growth factor receptor [Source:HGNC Symbol;Acc:HGNC:15768]"
"ENSG00000007944","MYLIP","protein_coding","myosin regulatory light chain interacting protein [Source:HGNC Symbol;Acc:HGNC:21155]"
"ENSG00000088387","DOCK9","protein_coding","dedicator of cytokinesis 9 [Source:HGNC Symbol;Acc:HGNC:14132]"
"ENSG00000070018","LRP6","protein_coding","LDL receptor related protein 6 [Source:HGNC Symbol;Acc:HGNC:6698]"
"ENSG00000003147","ICA1","protein_coding","islet cell autoantigen 1 [Source:HGNC Symbol;Acc:HGNC:5343]"
"ENSG00000070193","FGF10","protein_coding","fibroblast growth factor 10 [Source:HGNC Symbol;Acc:HGNC:3666]"
"ENSG00000086061","DNAJA1","protein_coding","DnaJ heat shock protein family (Hsp40) member A1 [Source:HGNC Symbol;Acc:HGNC:5229]"
"ENSG00000067365","METTL22","protein_coding","methyltransferase 22, Kin17 lysine [Source:HGNC Symbol;Acc:HGNC:28368]"
"ENSG00000070010","UFD1","protein_coding","ubiquitin recognition factor in ER associated degradation 1 [Source:HGNC Symbol;Acc:HGNC:12520]"
"ENSG00000078596","ITM2A","protein_coding","integral membrane protein 2A [Source:HGNC Symbol;Acc:HGNC:6173]"
"ENSG00000067221","STOML1","protein_coding","stomatin like 1 [Source:HGNC Symbol;Acc:HGNC:14560]"
"ENSG00000046774","MAGEC2","protein_coding","MAGE family member C2 [Source:HGNC Symbol;Acc:HGNC:13574]"
"ENSG00000065308","TRAM2","protein_coding","translocation associated membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:16855]"
"ENSG00000088888","MAVS","protein_coding","mitochondrial antiviral signaling protein [Source:HGNC Symbol;Acc:HGNC:29233]"
"ENSG00000088367","EPB41L1","protein_coding","erythrocyte membrane protein band 4.1 like 1 [Source:HGNC Symbol;Acc:HGNC:3378]"
"ENSG00000089289","IGBP1","protein_coding","immunoglobulin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:5461]"
"ENSG00000065491","TBC1D22B","protein_coding","TBC1 domain family member 22B [Source:HGNC Symbol;Acc:HGNC:21602]"
"ENSG00000012660","ELOVL5","protein_coding","ELOVL fatty acid elongase 5 [Source:HGNC Symbol;Acc:HGNC:21308]"
"ENSG00000081014","AP4E1","protein_coding","adaptor related protein complex 4 subunit epsilon 1 [Source:HGNC Symbol;Acc:HGNC:573]"
"ENSG00000031691","CENPQ","protein_coding","centromere protein Q [Source:HGNC Symbol;Acc:HGNC:21347]"
"ENSG00000057593","F7","protein_coding","coagulation factor VII [Source:HGNC Symbol;Acc:HGNC:3544]"
"ENSG00000039123","MTREX","protein_coding","Mtr4 exosome RNA helicase [Source:HGNC Symbol;Acc:HGNC:18734]"
"ENSG00000006747","SCIN","protein_coding","scinderin [Source:HGNC Symbol;Acc:HGNC:21695]"
"ENSG00000060138","YBX3","protein_coding","Y-box binding protein 3 [Source:HGNC Symbol;Acc:HGNC:2428]"
"ENSG00000010404","IDS","protein_coding","iduronate 2-sulfatase [Source:HGNC Symbol;Acc:HGNC:5389]"
"ENSG00000038427","VCAN","protein_coding","versican [Source:HGNC Symbol;Acc:HGNC:2464]"
"ENSG00000040608","RTN4R","protein_coding","reticulon 4 receptor [Source:HGNC Symbol;Acc:HGNC:18601]"
"ENSG00000083720","OXCT1","protein_coding","3-oxoacid CoA-transferase 1 [Source:HGNC Symbol;Acc:HGNC:8527]"
"ENSG00000002587","HS3ST1","protein_coding","heparan sulfate-glucosamine 3-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5194]"
"ENSG00000065615","CYB5R4","protein_coding","cytochrome b5 reductase 4 [Source:HGNC Symbol;Acc:HGNC:20147]"
"ENSG00000065833","ME1","protein_coding","malic enzyme 1 [Source:HGNC Symbol;Acc:HGNC:6983]"
"ENSG00000080644","CHRNA3","protein_coding","cholinergic receptor nicotinic alpha 3 subunit [Source:HGNC Symbol;Acc:HGNC:1957]"
"ENSG00000057657","PRDM1","protein_coding","PR/SET domain 1 [Source:HGNC Symbol;Acc:HGNC:9346]"
"ENSG00000087245","MMP2","protein_coding","matrix metallopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:7166]"
"ENSG00000077420","APBB1IP","protein_coding","amyloid beta precursor protein binding family B member 1 interacting protein [Source:HGNC Symbol;Acc:HGNC:17379]"
"ENSG00000073150","PANX2","protein_coding","pannexin 2 [Source:HGNC Symbol;Acc:HGNC:8600]"
"ENSG00000070882","OSBPL3","protein_coding","oxysterol binding protein like 3 [Source:HGNC Symbol;Acc:HGNC:16370]"
"ENSG00000053747","LAMA3","protein_coding","laminin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6483]"
"ENSG00000034239","CLXN","protein_coding","calaxin [Source:HGNC Symbol;Acc:HGNC:25678]"
"ENSG00000005700","IBTK","protein_coding","inhibitor of Bruton tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:17853]"
"ENSG00000007545","CRAMP1","protein_coding","cramped chromatin regulator homolog 1 [Source:HGNC Symbol;Acc:HGNC:14122]"
"ENSG00000060140","STYK1","protein_coding","serine/threonine/tyrosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:18889]"
"ENSG00000006007","GDE1","protein_coding","glycerophosphodiester phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:29644]"
"ENSG00000060982","BCAT1","protein_coding","branched chain amino acid transaminase 1 [Source:HGNC Symbol;Acc:HGNC:976]"
"ENSG00000064687","ABCA7","protein_coding","ATP binding cassette subfamily A member 7 [Source:HGNC Symbol;Acc:HGNC:37]"
"ENSG00000087586","AURKA","protein_coding","aurora kinase A [Source:HGNC Symbol;Acc:HGNC:11393]"
"ENSG00000064932","SBNO2","protein_coding","strawberry notch homolog 2 [Source:HGNC Symbol;Acc:HGNC:29158]"
"ENSG00000067177","PHKA1","protein_coding","phosphorylase kinase regulatory subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:8925]"
"ENSG00000008394","MGST1","protein_coding","microsomal glutathione S-transferase 1 [Source:HGNC Symbol;Acc:HGNC:7061]"
"ENSG00000071189","SNX13","protein_coding","sorting nexin 13 [Source:HGNC Symbol;Acc:HGNC:21335]"
"ENSG00000087253","LPCAT2","protein_coding","lysophosphatidylcholine acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:26032]"
"ENSG00000064666","CNN2","protein_coding","calponin 2 [Source:HGNC Symbol;Acc:HGNC:2156]"
"ENSG00000008196","TFAP2B","protein_coding","transcription factor AP-2 beta [Source:HGNC Symbol;Acc:HGNC:11743]"
"ENSG00000022277","RTF2","protein_coding","replication termination factor 2 [Source:HGNC Symbol;Acc:HGNC:15890]"
"ENSG00000082293","COL19A1","protein_coding","collagen type XIX alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2196]"
"ENSG00000087589","CASS4","protein_coding","Cas scaffold protein family member 4 [Source:HGNC Symbol;Acc:HGNC:15878]"
"ENSG00000008056","SYN1","protein_coding","synapsin I [Source:HGNC Symbol;Acc:HGNC:11494]"
"ENSG00000078902","TOLLIP","protein_coding","toll interacting protein [Source:HGNC Symbol;Acc:HGNC:16476]"
"ENSG00000070159","PTPN3","protein_coding","protein tyrosine phosphatase non-receptor type 3 [Source:HGNC Symbol;Acc:HGNC:9655]"
"ENSG00000079950","STX7","protein_coding","syntaxin 7 [Source:HGNC Symbol;Acc:HGNC:11442]"
"ENSG00000011132","APBA3","protein_coding","amyloid beta precursor protein binding family A member 3 [Source:HGNC Symbol;Acc:HGNC:580]"
"ENSG00000088682","COQ9","protein_coding","coenzyme Q9 [Source:HGNC Symbol;Acc:HGNC:25302]"
"ENSG00000001561","ENPP4","protein_coding","ectonucleotide pyrophosphatase/phosphodiesterase 4 [Source:HGNC Symbol;Acc:HGNC:3359]"
"ENSG00000083635","NUFIP1","protein_coding","nuclear FMR1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:8057]"
"ENSG00000070761","CFAP20","protein_coding","cilia and flagella associated protein 20 [Source:HGNC Symbol;Acc:HGNC:29523]"
"ENSG00000035720","STAP1","protein_coding","signal transducing adaptor family member 1 [Source:HGNC Symbol;Acc:HGNC:24133]"
"ENSG00000050820","BCAR1","protein_coding","BCAR1 scaffold protein, Cas family member [Source:HGNC Symbol;Acc:HGNC:971]"
"ENSG00000012963","UBR7","protein_coding","ubiquitin protein ligase E3 component n-recognin 7 [Source:HGNC Symbol;Acc:HGNC:20344]"
"ENSG00000023697","DERA","protein_coding","deoxyribose-phosphate aldolase [Source:HGNC Symbol;Acc:HGNC:24269]"
"ENSG00000088833","NSFL1C","protein_coding","NSFL1 cofactor [Source:HGNC Symbol;Acc:HGNC:15912]"
"ENSG00000062194","GPBP1","protein_coding","GC-rich promoter binding protein 1 [Source:HGNC Symbol;Acc:HGNC:29520]"
"ENSG00000063761","ADCK1","protein_coding","aarF domain containing kinase 1 [Source:HGNC Symbol;Acc:HGNC:19038]"
"ENSG00000085382","HACE1","protein_coding","HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:21033]"
"ENSG00000052749","RRP12","protein_coding","ribosomal RNA processing 12 homolog [Source:HGNC Symbol;Acc:HGNC:29100]"
"ENSG00000074211","PPP2R2C","protein_coding","protein phosphatase 2 regulatory subunit Bgamma [Source:HGNC Symbol;Acc:HGNC:9306]"
"ENSG00000031823","RANBP3","protein_coding","RAN binding protein 3 [Source:HGNC Symbol;Acc:HGNC:9850]"
"ENSG00000071859","FAM50A","protein_coding","family with sequence similarity 50 member A [Source:HGNC Symbol;Acc:HGNC:18786]"
"ENSG00000019549","SNAI2","protein_coding","snail family transcriptional repressor 2 [Source:HGNC Symbol;Acc:HGNC:11094]"
"ENSG00000057149","SERPINB3","protein_coding","serpin family B member 3 [Source:HGNC Symbol;Acc:HGNC:10569]"
"ENSG00000023734","STRAP","protein_coding","serine/threonine kinase receptor associated protein [Source:HGNC Symbol;Acc:HGNC:30796]"
"ENSG00000073417","PDE8A","protein_coding","phosphodiesterase 8A [Source:HGNC Symbol;Acc:HGNC:8793]"
"ENSG00000005302","MSL3","protein_coding","MSL complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:7370]"
"ENSG00000060558","GNA15","protein_coding","G protein subunit alpha 15 [Source:HGNC Symbol;Acc:HGNC:4383]"
"ENSG00000064102","INTS13","protein_coding","integrator complex subunit 13 [Source:HGNC Symbol;Acc:HGNC:20174]"
"ENSG00000082397","EPB41L3","protein_coding","erythrocyte membrane protein band 4.1 like 3 [Source:HGNC Symbol;Acc:HGNC:3380]"
"ENSG00000009844","VTA1","protein_coding","vesicle trafficking 1 [Source:HGNC Symbol;Acc:HGNC:20954]"
"ENSG00000080166","DCT","protein_coding","dopachrome tautomerase [Source:HGNC Symbol;Acc:HGNC:2709]"
"ENSG00000002746","HECW1","protein_coding","HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:22195]"
"ENSG00000088451","TGDS","protein_coding","TDP-glucose 4,6-dehydratase [Source:HGNC Symbol;Acc:HGNC:20324]"
"ENSG00000069667","RORA","protein_coding","RAR related orphan receptor A [Source:HGNC Symbol;Acc:HGNC:10258]"
"ENSG00000088854","DNAAF9","protein_coding","dynein axonemal assembly factor 9 [Source:HGNC Symbol;Acc:HGNC:17721]"
"ENSG00000066651","TRMT11","protein_coding","tRNA methyltransferase 11 homolog [Source:HGNC Symbol;Acc:HGNC:21080]"
"ENSG00000042813","ZPBP","protein_coding","zona pellucida binding protein [Source:HGNC Symbol;Acc:HGNC:15662]"
"ENSG00000089048","ESF1","protein_coding","ESF1 nucleolar pre-rRNA processing protein homolog [Source:HGNC Symbol;Acc:HGNC:15898]"
"ENSG00000005194","CIAPIN1","protein_coding","cytokine induced apoptosis inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:28050]"
"ENSG00000000419","DPM1","protein_coding","dolichyl-phosphate mannosyltransferase subunit 1, catalytic [Source:HGNC Symbol;Acc:HGNC:3005]"
"ENSG00000026559","KCNG1","protein_coding","potassium voltage-gated channel modifier subfamily G member 1 [Source:HGNC Symbol;Acc:HGNC:6248]"
"ENSG00000074603","DPP8","protein_coding","dipeptidyl peptidase 8 [Source:HGNC Symbol;Acc:HGNC:16490]"
